Id_Reference,Nom_Intersection,Date,Periode,Heure,Minute,NBLT,NBT,NBRT,SBLT,SBT,SBRT,EBLT,EBT,EBRT,WBLT,WBT,WBRT,Approche_Nord,Approche_Sud,Approche_Est,Approche_Ouest,Bus,Circulation
8785,Métropolitain Nord / Provencher,2019-10-30,18:45:00,18,45,54,62,0,0,77,30,1,0,0,49,196,20,0,0,0,0,460,489
8786,Métropolitain Nord / Provencher,2019-10-31,18:45:00,18,45,24,68,0,0,66,24,0,0,0,50,137,9,0,0,0,0,460,378
8709,Pie-IX / Rouen,2019-11-06,19:00:00,19,0,3,58,14,16,111,10,6,11,4,7,15,5,0,0,0,0,139_439,260
8784,Métropolitain Nord / Provencher,2019-10-29,19:00:00,19,0,17,73,0,0,51,26,0,0,0,28,146,12,0,0,0,0,460,353
8785,Métropolitain Nord / Provencher,2019-10-30,19:00:00,19,0,32,80,0,0,56,34,0,0,0,39,168,20,0,0,0,0,460,429
8786,Métropolitain Nord / Provencher,2019-10-31,19:00:00,19,0,25,70,0,0,56,21,0,0,0,40,128,6,0,0,0,0,460,346
8705,Pie-IX / Rouen,2019-11-05,19:00:00,19,0,8,66,10,17,73,7,11,11,1,13,20,6,0,0,0,0,139_439,243
8709,Pie-IX / Rouen,2019-11-06,19:15:00,19,15,3,43,13,21,122,10,1,15,2,6,20,3,0,0,0,0,139_439,259
8784,Métropolitain Nord / Provencher,2019-10-29,19:15:00,19,15,29,68,0,0,71,29,0,0,0,36,170,13,0,0,0,0,460,416
8785,Métropolitain Nord / Provencher,2019-10-30,19:15:00,19,15,23,63,0,0,74,30,0,0,0,43,162,17,0,0,0,0,460,412
8786,Métropolitain Nord / Provencher,2019-10-31,19:15:00,19,15,25,89,0,0,54,21,0,0,0,29,146,17,0,0,0,0,460,381
8713,Pie-IX / Rouen,2019-11-07,19:00:00,19,0,7,57,11,19,104,8,9,16,3,13,24,8,0,0,0,0,139_439,279
8705,Pie-IX / Rouen,2019-11-05,19:15:00,19,15,6,55,8,21,97,6,4,13,7,4,17,3,0,0,0,0,139_439,241
8713,Pie-IX / Rouen,2019-11-07,19:15:00,19,15,5,69,10,27,121,9,5,19,10,15,20,2,0,0,0,0,139_439,312
8709,Pie-IX / Rouen,2019-11-06,19:30:00,19,30,9,36,12,18,88,10,6,12,5,6,23,3,0,0,0,0,139_439,228
8784,Métropolitain Nord / Provencher,2019-10-29,19:30:00,19,30,24,49,0,0,42,12,0,0,0,34,138,16,0,0,0,0,460,315
8785,Métropolitain Nord / Provencher,2019-10-30,19:30:00,19,30,24,68,0,0,56,20,0,0,0,54,162,17,0,0,0,0,460,401
8786,Métropolitain Nord / Provencher,2019-10-31,19:30:00,19,30,14,54,0,0,39,15,0,0,0,39,139,14,0,0,0,0,460,314
8705,Pie-IX / Rouen,2019-11-05,19:30:00,19,30,5,50,7,12,72,3,4,8,6,7,10,1,0,0,0,0,139_439,185
8713,Pie-IX / Rouen,2019-11-07,19:30:00,19,30,6,43,7,22,130,7,1,13,11,5,20,4,0,0,0,0,139_439,269
8709,Pie-IX / Rouen,2019-11-06,19:45:00,19,45,5,33,6,16,82,9,1,9,1,10,21,5,0,0,0,0,139_439,198
8705,Pie-IX / Rouen,2019-11-05,19:45:00,19,45,2,44,5,14,93,12,5,8,6,10,18,4,0,0,0,0,139_439,221
8713,Pie-IX / Rouen,2019-11-07,19:45:00,19,45,10,54,6,22,91,13,8,6,7,5,26,2,0,0,0,0,139_439,250
8784,Métropolitain Nord / Provencher,2019-10-29,19:45:00,19,45,19,54,0,0,48,20,0,0,0,39,106,16,0,0,0,0,460,302
8785,Métropolitain Nord / Provencher,2019-10-30,19:45:00,19,45,25,61,0,0,50,21,0,0,0,31,149,11,0,0,0,0,460,348
8786,Métropolitain Nord / Provencher,2019-10-31,19:45:00,19,45,12,60,0,0,45,17,0,0,1,33,134,20,0,0,0,0,460,322
8709,Pie-IX / Rouen,2019-11-06,20:00:00,20,0,6,49,9,11,76,8,3,13,4,10,14,4,0,0,0,0,139_439,207
8784,Métropolitain Nord / Provencher,2019-10-29,20:00:00,20,0,29,43,0,0,44,28,0,0,0,43,142,15,0,0,0,0,460,344
8785,Métropolitain Nord / Provencher,2019-10-30,20:00:00,20,0,26,60,0,0,44,21,0,0,0,40,150,16,0,0,0,0,460,357
8786,Métropolitain Nord / Provencher,2019-10-31,20:00:00,20,0,24,58,0,0,44,17,0,0,0,34,113,17,0,0,0,0,460,307
8705,Pie-IX / Rouen,2019-11-05,20:00:00,20,0,5,38,6,14,67,9,2,5,6,7,17,0,0,0,0,0,139_439,176
8713,Pie-IX / Rouen,2019-11-07,20:00:00,20,0,4,51,6,19,72,8,6,12,5,4,29,4,0,0,0,0,139_439,220
8709,Pie-IX / Rouen,2019-11-06,20:15:00,20,15,3,42,5,12,87,6,4,7,8,10,23,3,0,0,0,0,139_439,210
8705,Pie-IX / Rouen,2019-11-05,20:15:00,20,15,1,43,3,14,77,2,4,6,1,6,9,1,0,0,0,0,139_439,167
8713,Pie-IX / Rouen,2019-11-07,20:15:00,20,15,4,48,6,25,83,6,7,10,4,3,10,4,0,0,0,0,139_439,210
8784,Métropolitain Nord / Provencher,2019-10-29,20:15:00,20,15,13,56,0,0,34,13,0,0,0,23,139,10,0,0,0,0,460,288
8785,Métropolitain Nord / Provencher,2019-10-30,20:15:00,20,15,14,54,0,0,44,15,0,0,0,43,141,8,0,0,0,0,460,319
8786,Métropolitain Nord / Provencher,2019-10-31,20:15:00,20,15,18,60,0,0,30,19,0,0,0,33,133,15,0,0,0,0,460,308
8709,Pie-IX / Rouen,2019-11-06,20:30:00,20,30,5,30,5,18,91,7,4,7,3,7,3,6,0,0,0,0,139_439,186
8705,Pie-IX / Rouen,2019-11-05,20:30:00,20,30,3,33,6,12,68,7,5,7,1,3,16,1,0,0,0,0,139_439,162
8713,Pie-IX / Rouen,2019-11-07,20:30:00,20,30,5,42,6,18,79,9,4,11,2,6,15,1,0,0,0,0,139_439,198
8784,Métropolitain Nord / Provencher,2019-10-29,20:30:00,20,30,17,54,0,0,38,27,0,0,0,33,112,9,0,0,0,0,460,290
8785,Métropolitain Nord / Provencher,2019-10-30,20:30:00,20,30,15,71,0,0,46,23,0,0,0,31,136,6,0,0,0,0,460,328
8786,Métropolitain Nord / Provencher,2019-10-31,20:30:00,20,30,19,53,0,0,34,20,0,0,0,28,117,7,0,0,0,0,460,278
8709,Pie-IX / Rouen,2019-11-06,20:45:00,20,45,5,40,11,10,73,8,9,9,5,7,7,5,0,0,0,0,139_439,189
8784,Métropolitain Nord / Provencher,2019-10-29,20:45:00,20,45,21,49,0,0,26,17,0,0,0,22,115,9,0,0,0,0,460,259
8785,Métropolitain Nord / Provencher,2019-10-30,20:45:00,20,45,10,54,0,0,45,26,0,0,0,33,118,7,0,0,0,0,460,293
8786,Métropolitain Nord / Provencher,2019-10-31,20:45:00,20,45,20,33,0,0,43,24,0,0,0,25,108,8,0,0,0,0,460,261
8705,Pie-IX / Rouen,2019-11-05,20:45:00,20,45,7,39,5,13,57,11,5,6,1,5,13,3,0,0,0,0,139_439,165
8713,Pie-IX / Rouen,2019-11-07,20:45:00,20,45,2,60,7,4,75,9,6,6,2,7,8,4,0,0,0,0,139_439,190
8709,Pie-IX / Rouen,2019-11-06,21:00:00,21,0,4,48,9,15,67,8,7,5,2,4,7,2,0,0,0,0,139_439,178
8705,Pie-IX / Rouen,2019-11-05,21:00:00,21,0,4,45,8,6,58,6,5,6,3,2,7,4,0,0,0,0,139_439,154
8713,Pie-IX / Rouen,2019-11-07,21:00:00,21,0,3,57,11,14,79,3,0,4,4,5,14,4,0,0,0,0,139_439,198
8784,Métropolitain Nord / Provencher,2019-10-29,21:00:00,21,0,23,48,0,0,38,15,0,0,0,31,118,20,0,0,0,0,460,293
8785,Métropolitain Nord / Provencher,2019-10-30,21:00:00,21,0,22,37,0,0,33,21,0,0,0,24,125,14,0,0,0,0,460,276
8786,Métropolitain Nord / Provencher,2019-10-31,21:00:00,21,0,26,49,0,0,32,20,0,0,0,34,102,11,0,0,0,0,460,274
8709,Pie-IX / Rouen,2019-11-06,21:15:00,21,15,1,46,7,27,77,9,1,11,3,5,12,2,0,0,0,0,139_439,201
8784,Métropolitain Nord / Provencher,2019-10-29,21:15:00,21,15,12,38,0,0,23,16,0,0,0,26,118,10,0,0,0,0,460,243
8785,Métropolitain Nord / Provencher,2019-10-30,21:15:00,21,15,12,46,0,0,38,24,0,0,0,30,120,16,0,0,0,0,460,286
8786,Métropolitain Nord / Provencher,2019-10-31,21:15:00,21,15,16,49,0,0,36,20,0,0,0,29,74,3,0,0,0,0,460,227
8705,Pie-IX / Rouen,2019-11-05,21:15:00,21,15,3,41,6,7,56,4,6,7,5,6,10,1,0,0,0,0,139_439,152
8713,Pie-IX / Rouen,2019-11-07,21:15:00,21,15,0,40,3,12,81,2,4,4,1,4,13,0,0,0,0,0,139_439,164
8709,Pie-IX / Rouen,2019-11-06,21:30:00,21,30,4,32,7,27,73,8,2,2,3,5,12,3,0,0,0,0,139_439,178
8784,Métropolitain Nord / Provencher,2019-10-29,21:30:00,21,30,14,55,0,0,34,14,0,0,0,19,88,15,0,0,0,0,460,239
8785,Métropolitain Nord / Provencher,2019-10-30,21:30:00,21,30,19,52,0,0,38,12,0,0,0,27,98,7,0,0,0,0,460,253
8786,Métropolitain Nord / Provencher,2019-10-31,21:30:00,21,30,23,38,0,0,28,19,0,0,0,30,91,8,0,0,0,0,460,237
8709,Pie-IX / Rouen,2019-11-06,21:45:00,21,45,5,32,4,11,74,12,1,7,1,6,8,3,0,0,0,0,139_439,164
8705,Pie-IX / Rouen,2019-11-05,21:30:00,21,30,2,35,9,8,56,5,4,12,4,7,6,3,0,0,0,0,139_439,151
8713,Pie-IX / Rouen,2019-11-07,21:30:00,21,30,4,35,12,6,80,2,8,9,4,3,16,2,0,0,0,0,139_439,181
8705,Pie-IX / Rouen,2019-11-05,21:45:00,21,45,2,33,6,14,48,4,7,5,2,5,6,5,0,0,0,0,139_439,137
8713,Pie-IX / Rouen,2019-11-07,21:45:00,21,45,4,39,4,15,88,8,4,6,4,6,8,1,0,0,0,0,139_439,187
8784,Métropolitain Nord / Provencher,2019-10-29,21:45:00,21,45,21,39,0,0,27,11,0,0,0,19,193,3,0,0,0,0,460,313
8785,Métropolitain Nord / Provencher,2019-10-30,21:45:00,21,45,27,57,0,0,22,15,0,0,0,23,103,9,0,0,0,0,460,256
8786,Métropolitain Nord / Provencher,2019-10-31,21:45:00,21,45,15,43,0,0,23,9,0,0,0,22,84,4,0,0,0,0,460,200
8709,Pie-IX / Rouen,2019-11-06,22:00:00,22,0,1,33,5,6,50,2,4,7,3,4,12,3,0,0,0,0,139_439,130
8784,Métropolitain Nord / Provencher,2019-10-29,22:00:00,22,0,9,45,0,0,15,10,0,0,0,17,267,10,0,0,0,0,460,373
8785,Métropolitain Nord / Provencher,2019-10-30,22:00:00,22,0,13,33,0,0,21,14,0,0,0,15,101,5,0,0,0,0,460,202
8786,Métropolitain Nord / Provencher,2019-10-31,22:00:00,22,0,19,47,0,0,26,12,0,0,0,13,84,5,0,0,0,0,460,206
8705,Pie-IX / Rouen,2019-11-05,22:00:00,22,0,4,32,9,8,68,5,3,5,2,4,6,2,0,0,0,0,139_439,148
8713,Pie-IX / Rouen,2019-11-07,22:00:00,22,0,6,60,7,12,61,6,9,5,1,0,9,4,0,0,0,0,139_439,180
8705,Pie-IX / Rouen,2019-11-05,22:15:00,22,15,4,22,3,6,47,2,2,4,2,1,6,3,0,0,0,0,139_439,102
8713,Pie-IX / Rouen,2019-11-07,22:15:00,22,15,0,53,8,6,57,9,1,0,3,4,10,3,0,0,0,0,139_439,154
8709,Pie-IX / Rouen,2019-11-06,22:15:00,22,15,1,33,2,9,73,3,4,6,3,1,10,8,0,0,0,0,139_439,153
8784,Métropolitain Nord / Provencher,2019-10-29,22:15:00,22,15,12,31,0,0,31,13,0,0,0,18,237,17,0,0,0,0,460,359
8785,Métropolitain Nord / Provencher,2019-10-30,22:15:00,22,15,13,39,0,0,14,12,0,0,0,14,79,7,0,0,0,0,460,178
8786,Métropolitain Nord / Provencher,2019-10-31,22:15:00,22,15,11,41,0,0,26,13,0,0,0,15,72,5,0,0,0,0,460,183
8709,Pie-IX / Rouen,2019-11-06,22:30:00,22,30,0,26,3,7,49,5,6,3,2,5,5,4,0,0,0,0,139_439,115
8705,Pie-IX / Rouen,2019-11-05,22:30:00,22,30,2,35,5,3,48,7,4,4,4,3,5,3,0,0,0,0,139_439,123
8713,Pie-IX / Rouen,2019-11-07,22:30:00,22,30,4,38,14,8,55,2,3,6,3,3,6,4,0,0,0,0,139_439,146
8784,Métropolitain Nord / Provencher,2019-10-29,22:30:00,22,30,8,15,0,0,24,13,0,0,0,7,219,10,0,0,0,0,460,296
8785,Métropolitain Nord / Provencher,2019-10-30,22:30:00,22,30,14,25,0,0,26,8,0,0,0,9,71,5,0,0,0,0,460,158
8786,Métropolitain Nord / Provencher,2019-10-31,22:30:00,22,30,8,30,0,0,25,9,0,0,0,14,72,11,0,0,0,0,460,169
8709,Pie-IX / Rouen,2019-11-06,22:45:00,22,45,3,32,5,4,60,3,3,9,1,1,10,3,0,0,0,0,139_439,134
8784,Métropolitain Nord / Provencher,2019-10-29,22:45:00,22,45,5,30,0,0,28,9,0,0,0,10,192,25,0,0,0,0,460,299
8785,Métropolitain Nord / Provencher,2019-10-30,22:45:00,22,45,16,25,0,0,12,9,0,0,0,13,59,6,0,0,0,0,460,140
8786,Métropolitain Nord / Provencher,2019-10-31,22:45:00,22,45,8,21,0,0,10,7,0,0,0,12,45,5,0,0,0,0,460,108
8705,Pie-IX / Rouen,2019-11-05,22:45:00,22,45,0,28,5,6,43,2,0,5,2,2,6,1,0,0,0,0,139_439,100
8709,Pie-IX / Rouen,2019-11-06,23:00:00,23,0,4,46,2,9,50,9,2,7,5,1,5,2,0,0,0,0,139_439,142
8713,Pie-IX / Rouen,2019-11-07,22:45:00,22,45,1,27,4,7,45,4,4,3,2,6,9,4,0,0,0,0,139_439,116
8784,Métropolitain Nord / Provencher,2019-10-29,23:00:00,23,0,4,16,0,0,22,9,0,0,0,15,291,11,0,0,0,0,460,368
8785,Métropolitain Nord / Provencher,2019-10-30,23:00:00,23,0,12,22,0,0,19,12,0,0,0,8,68,5,0,0,0,0,460,146
8786,Métropolitain Nord / Provencher,2019-10-31,23:00:00,23,0,10,30,0,0,17,11,0,0,0,10,50,4,0,0,0,0,460,132
8705,Pie-IX / Rouen,2019-11-05,23:00:00,23,0,2,28,1,4,40,4,3,4,1,2,4,2,0,0,0,0,139_439,95
8713,Pie-IX / Rouen,2019-11-07,23:00:00,23,0,0,32,6,7,56,7,5,6,1,0,6,2,0,0,0,0,139_439,128
8709,Pie-IX / Rouen,2019-11-06,23:15:00,23,15,1,27,4,3,37,4,1,3,1,4,2,2,0,0,0,0,139_439,89
8784,Métropolitain Nord / Provencher,2019-10-29,23:15:00,23,15,5,21,0,0,14,2,0,0,0,28,246,12,0,0,0,0,460,328
8705,Pie-IX / Rouen,2019-11-05,23:15:00,23,15,0,30,1,2,45,5,3,3,1,0,3,5,0,0,0,0,139_439,98
8713,Pie-IX / Rouen,2019-11-07,23:15:00,23,15,3,28,2,2,49,4,4,6,0,3,5,0,0,0,0,0,139_439,106
8705,Pie-IX / Rouen,2019-11-05,23:30:00,23,30,1,28,2,3,29,4,4,7,0,2,3,4,0,0,0,0,139_439,87
8713,Pie-IX / Rouen,2019-11-07,23:30:00,23,30,1,35,3,2,36,4,0,2,3,3,3,1,0,0,0,0,139_439,93
8785,Métropolitain Nord / Provencher,2019-10-30,23:15:00,23,15,2,31,0,0,17,7,0,0,0,14,53,6,0,0,0,0,460,130
8786,Métropolitain Nord / Provencher,2019-10-31,23:15:00,23,15,7,23,0,0,15,5,0,0,0,12,44,3,0,0,0,0,460,109
8709,Pie-IX / Rouen,2019-11-06,23:30:00,23,30,2,25,3,2,32,4,4,4,1,1,2,0,0,0,0,0,139_439,80
8784,Métropolitain Nord / Provencher,2019-10-29,23:30:00,23,30,2,12,0,0,15,4,0,0,0,6,221,5,0,0,0,0,460,265
8785,Métropolitain Nord / Provencher,2019-10-30,23:30:00,23,30,6,20,0,0,11,8,0,0,0,8,42,5,0,0,0,0,460,100
8786,Métropolitain Nord / Provencher,2019-10-31,23:30:00,23,30,9,18,0,0,16,4,0,0,0,11,42,0,0,0,0,0,460,100
8709,Pie-IX / Rouen,2019-11-06,23:45:00,23,45,2,18,1,4,32,1,4,0,4,2,10,2,0,0,0,0,139_439,80
8784,Métropolitain Nord / Provencher,2019-10-29,23:45:00,23,45,7,18,0,0,16,4,0,0,0,9,212,4,0,0,0,0,460,270
8785,Métropolitain Nord / Provencher,2019-10-30,23:45:00,23,45,6,19,0,0,10,5,0,0,0,12,54,3,0,0,0,0,460,109
8786,Métropolitain Nord / Provencher,2019-10-31,23:45:00,23,45,7,22,0,0,12,10,0,0,0,10,33,5,0,0,0,0,460,99
8705,Pie-IX / Rouen,2019-11-05,23:45:00,23,45,1,20,2,3,29,2,1,1,0,1,5,3,0,0,0,0,139_439,68
8713,Pie-IX / Rouen,2019-11-07,23:45:00,23,45,0,19,4,4,34,2,0,2,1,0,4,3,0,0,0,0,139_439,73
8954,Meilleur / Sauvé,2020-01-28,06:30:00,6,30,10,7,3,2,10,43,4,39,46,0,52,2,0,0,0,0,121,218
8954,Meilleur / Sauvé,2020-01-28,06:45:00,6,45,15,3,3,1,12,33,9,40,61,2,90,2,0,0,0,0,121,271
8954,Meilleur / Sauvé,2020-01-28,07:00:00,7,0,18,2,0,3,17,44,12,58,44,5,115,6,0,0,0,0,121,324
8954,Meilleur / Sauvé,2020-01-28,07:15:00,7,15,26,2,1,10,26,79,14,79,52,1,120,3,0,0,0,0,121,413
8954,Meilleur / Sauvé,2020-01-28,07:30:00,7,30,21,6,1,4,24,57,10,124,59,4,121,4,0,0,0,0,121,435
8954,Meilleur / Sauvé,2020-01-28,07:45:00,7,45,23,3,1,3,31,52,8,98,73,7,129,4,0,0,0,0,121,432
8954,Meilleur / Sauvé,2020-01-28,08:00:00,8,0,20,6,4,5,21,51,8,96,74,8,122,4,0,0,0,0,121,419
8954,Meilleur / Sauvé,2020-01-28,08:15:00,8,15,20,7,4,5,35,65,12,109,92,7,110,4,0,0,0,0,121,470
8954,Meilleur / Sauvé,2020-01-28,08:30:00,8,30,25,6,4,6,35,75,8,97,94,8,99,4,0,0,0,0,121,461
8954,Meilleur / Sauvé,2020-01-28,08:45:00,8,45,21,9,4,2,28,45,10,85,114,9,90,7,0,0,0,0,121,424
8954,Meilleur / Sauvé,2020-01-28,09:00:00,9,0,26,10,2,3,20,21,6,70,71,3,75,2,0,0,0,0,121,309
8954,Meilleur / Sauvé,2020-01-28,09:15:00,9,15,17,4,7,2,22,43,8,71,47,5,82,3,0,0,0,0,121,311
8954,Meilleur / Sauvé,2020-01-28,11:00:00,11,0,14,12,2,2,10,20,13,59,28,2,56,2,0,0,0,0,121,220
8954,Meilleur / Sauvé,2020-01-28,11:15:00,11,15,23,5,5,4,10,25,17,81,33,5,54,1,0,0,0,0,121,263
8954,Meilleur / Sauvé,2020-01-28,11:30:00,11,30,23,13,7,3,12,20,17,67,28,4,59,4,0,0,0,0,121,257
8954,Meilleur / Sauvé,2020-01-28,11:45:00,11,45,25,11,3,2,14,17,19,80,34,1,46,1,0,0,0,0,121,253
8954,Meilleur / Sauvé,2020-01-28,12:00:00,12,0,24,14,5,1,14,31,21,85,30,2,55,2,0,0,0,0,121,284
8954,Meilleur / Sauvé,2020-01-28,12:15:00,12,15,20,8,3,2,17,38,15,89,32,5,52,3,0,0,0,0,121,284
8954,Meilleur / Sauvé,2020-01-28,12:30:00,12,30,22,11,1,3,4,27,14,76,20,4,56,1,0,0,0,0,121,239
8954,Meilleur / Sauvé,2020-01-28,12:45:00,12,45,21,10,6,1,13,27,17,84,48,6,59,4,0,0,0,0,121,296
8954,Meilleur / Sauvé,2020-01-28,15:30:00,15,30,38,12,10,3,20,39,18,153,29,5,80,5,0,0,0,0,121,412
8954,Meilleur / Sauvé,2020-01-28,15:45:00,15,45,49,6,5,1,26,33,35,158,54,4,62,2,0,0,0,0,121,435
8954,Meilleur / Sauvé,2020-01-28,16:00:00,16,0,104,10,10,2,20,26,35,176,64,8,86,5,0,0,0,0,121,546
8954,Meilleur / Sauvé,2020-01-28,16:15:00,16,15,86,13,9,4,16,38,33,206,63,3,79,10,0,0,0,0,121,560
8954,Meilleur / Sauvé,2020-01-28,16:30:00,16,30,94,26,6,5,24,42,35,197,48,2,83,5,0,0,0,0,121,567
8954,Meilleur / Sauvé,2020-01-28,16:45:00,16,45,82,23,7,2,22,34,37,214,56,6,95,5,0,0,0,0,121,583
8954,Meilleur / Sauvé,2020-01-28,17:00:00,17,0,110,26,7,2,13,37,33,198,75,1,99,2,0,0,0,0,121,603
8954,Meilleur / Sauvé,2020-01-28,17:15:00,17,15,119,20,12,2,18,38,28,197,56,3,78,4,0,0,0,0,121,575
8954,Meilleur / Sauvé,2020-01-28,17:30:00,17,30,70,21,5,1,17,26,25,170,51,5,90,6,0,0,0,0,121,487
8954,Meilleur / Sauvé,2020-01-28,17:45:00,17,45,72,24,10,2,17,19,22,169,49,1,80,6,0,0,0,0,121,471
8954,Meilleur / Sauvé,2020-01-28,18:00:00,18,0,62,23,7,1,25,26,28,152,42,1,75,8,0,0,0,0,121,450
8954,Meilleur / Sauvé,2020-01-28,18:15:00,18,15,41,13,10,5,13,21,25,106,25,3,54,1,0,0,0,0,121,317
9205,Gouin / Saint-Michel,2020-02-27,06:30:00,6,30,2,0,11,0,0,0,0,2,2,18,35,0,0,0,0,0,67_467,70
9205,Gouin / Saint-Michel,2020-02-27,06:45:00,6,45,2,0,9,0,0,0,0,3,1,29,33,0,0,0,0,0,67_467,77
9205,Gouin / Saint-Michel,2020-02-27,07:00:00,7,0,2,0,15,0,0,0,0,7,2,32,41,0,0,0,0,0,67_467,99
9205,Gouin / Saint-Michel,2020-02-27,07:15:00,7,15,2,0,13,0,0,0,0,3,2,30,29,0,0,0,0,0,67_467,79
9205,Gouin / Saint-Michel,2020-02-27,07:30:00,7,30,0,0,16,0,0,0,0,1,6,41,48,0,0,0,0,0,67_467,112
9205,Gouin / Saint-Michel,2020-02-27,07:45:00,7,45,3,0,12,0,0,0,0,2,0,42,52,0,0,0,0,0,67_467,111
9205,Gouin / Saint-Michel,2020-02-27,08:00:00,8,0,3,0,13,0,0,0,0,6,1,22,39,0,0,0,0,0,67_467,84
9205,Gouin / Saint-Michel,2020-02-27,08:15:00,8,15,4,0,14,0,0,0,0,1,5,26,31,0,0,0,0,0,67_467,81
9205,Gouin / Saint-Michel,2020-02-27,08:30:00,8,30,0,0,12,0,0,0,0,4,2,18,18,0,0,0,0,0,67_467,54
9205,Gouin / Saint-Michel,2020-02-27,08:45:00,8,45,2,0,15,0,0,0,0,3,4,18,21,0,0,0,0,0,67_467,63
9205,Gouin / Saint-Michel,2020-02-27,09:00:00,9,0,0,0,12,0,0,0,0,4,2,9,24,0,0,0,0,0,67_467,51
9205,Gouin / Saint-Michel,2020-02-27,09:15:00,9,15,0,0,11,0,0,0,0,3,2,10,7,0,0,0,0,0,67_467,33
9205,Gouin / Saint-Michel,2020-02-27,11:00:00,11,0,1,0,5,0,0,0,0,3,2,10,8,0,0,0,0,0,67_467,29
9205,Gouin / Saint-Michel,2020-02-27,11:15:00,11,15,2,0,15,0,0,0,0,4,0,6,7,0,0,0,0,0,67_467,34
9205,Gouin / Saint-Michel,2020-02-27,11:30:00,11,30,2,0,13,0,0,0,0,2,3,7,10,0,0,0,0,0,67_467,37
9205,Gouin / Saint-Michel,2020-02-27,11:45:00,11,45,0,0,6,0,0,0,0,2,1,12,8,0,0,0,0,0,67_467,29
9205,Gouin / Saint-Michel,2020-02-27,12:00:00,12,0,3,0,12,0,0,0,0,0,3,9,13,0,0,0,0,0,67_467,40
9205,Gouin / Saint-Michel,2020-02-27,12:15:00,12,15,2,0,17,0,0,0,0,1,1,13,13,0,0,0,0,0,67_467,47
9205,Gouin / Saint-Michel,2020-02-27,12:30:00,12,30,1,0,11,0,0,0,0,1,3,9,8,0,0,0,0,0,67_467,33
9205,Gouin / Saint-Michel,2020-02-27,12:45:00,12,45,2,0,12,0,0,0,0,5,2,14,11,0,0,0,0,0,67_467,46
9205,Gouin / Saint-Michel,2020-02-27,15:30:00,15,30,2,0,25,0,0,0,0,2,5,24,17,0,0,0,0,0,67_467,75
9205,Gouin / Saint-Michel,2020-02-27,15:45:00,15,45,4,0,22,0,0,0,0,6,5,16,24,0,0,0,0,0,67_467,77
9205,Gouin / Saint-Michel,2020-02-27,16:00:00,16,0,7,0,29,0,0,0,0,4,3,22,17,0,0,0,0,0,67_467,82
9205,Gouin / Saint-Michel,2020-02-27,16:15:00,16,15,4,0,29,0,0,0,0,8,2,23,17,0,0,0,0,0,67_467,83
9205,Gouin / Saint-Michel,2020-02-27,16:30:00,16,30,4,0,33,0,0,0,0,4,2,16,28,0,0,0,0,0,67_467,87
9205,Gouin / Saint-Michel,2020-02-27,16:45:00,16,45,3,0,35,0,0,0,0,4,3,26,32,0,0,0,0,0,67_467,103
9205,Gouin / Saint-Michel,2020-02-27,17:00:00,17,0,3,0,42,0,0,0,0,2,5,14,19,0,0,0,0,0,67_467,85
9205,Gouin / Saint-Michel,2020-02-27,17:15:00,17,15,5,0,16,0,0,0,0,6,3,21,18,0,0,0,0,0,67_467,69
9205,Gouin / Saint-Michel,2020-02-27,17:30:00,17,30,6,0,23,0,0,0,0,5,4,15,21,0,0,0,0,0,67_467,74
9205,Gouin / Saint-Michel,2020-02-27,17:45:00,17,45,2,0,26,0,0,0,0,5,2,20,14,0,0,0,0,0,67_467,69
9205,Gouin / Saint-Michel,2020-02-27,18:00:00,18,0,4,0,30,0,0,0,0,4,5,10,10,0,0,0,0,0,67_467,63
9205,Gouin / Saint-Michel,2020-02-27,18:15:00,18,15,1,0,26,0,0,0,0,4,2,15,8,0,0,0,0,0,67_467,56
9215,Milton / Parc,2020-09-23,06:30:00,6,30,2,32,0,0,89,7,0,0,0,5,7,5,0,0,0,0,Parc,147
9215,Milton / Parc,2020-09-23,06:45:00,6,45,2,30,0,0,68,8,0,0,0,4,3,11,0,0,0,0,Parc,126
9215,Milton / Parc,2020-09-23,07:00:00,7,0,0,39,0,0,107,18,0,0,0,10,6,13,0,0,0,0,Parc,193
9215,Milton / Parc,2020-09-23,07:15:00,7,15,1,49,0,0,145,7,0,0,0,4,8,9,0,0,0,0,Parc,223
9215,Milton / Parc,2020-09-23,07:30:00,7,30,3,46,0,0,128,25,0,0,0,10,10,14,0,0,0,0,Parc,236
9215,Milton / Parc,2020-09-23,07:45:00,7,45,0,58,0,0,176,27,0,0,0,5,16,18,0,0,0,0,Parc,300
9215,Milton / Parc,2020-09-23,08:00:00,8,0,4,69,0,0,158,8,0,0,0,13,6,22,0,0,0,0,Parc,280
9215,Milton / Parc,2020-09-23,08:15:00,8,15,3,69,0,0,173,12,0,1,0,9,5,17,0,0,0,0,Parc,289
9215,Milton / Parc,2020-09-23,08:30:00,8,30,2,47,0,0,155,15,0,2,2,6,6,14,0,0,0,0,Parc,249
9215,Milton / Parc,2020-09-23,08:45:00,8,45,6,45,0,0,199,17,0,0,0,11,7,12,0,0,0,0,Parc,297
9215,Milton / Parc,2020-09-23,09:00:00,9,0,5,62,0,0,151,13,0,0,0,6,3,15,0,0,0,0,Parc,255
9215,Milton / Parc,2020-09-23,09:15:00,9,15,1,54,0,0,123,17,0,0,1,9,7,15,0,0,0,0,Parc,227
