date,line,delay_start,start_time,end_time,temp_start,rain_amt,snow_amt,delay_end,total_traffic,T_NBLT,T_NBT,T_NBRT,T_SBLT,T_SBT,T_SBRT,T_EBLT,T_EBT,T_EBRT,T_WBLT,T_WBT,T_WBRT
2021-10-19,467,0,1900-01-01 06:45:00,1900-01-01 07:25:00,7.1,0.0,0.0,6,3674.0,0.0,1236.0,23.0,4.0,1270.0,155.0,165.0,157.0,68.0,2.0,478.0,116.0
2021-10-19,467,1,1900-01-01 07:17:00,1900-01-01 07:59:00,6.9,0.0,0.0,5,3116.0,0.0,1031.0,56.0,0.0,927.0,103.0,130.0,238.0,45.0,0.0,473.0,113.0
2021-10-19,467,1,1900-01-01 07:48:00,1900-01-01 08:30:00,6.9,0.0,0.0,6,3984.0,0.0,1330.0,44.0,0.0,1167.0,170.0,191.0,312.0,89.0,3.0,567.0,111.0
2021-10-19,467,-1,1900-01-01 08:16:00,1900-01-01 08:58:00,6.5,0.0,0.0,6,2655.0,0.0,853.0,35.0,0.0,884.0,113.0,116.0,171.0,86.0,1.0,321.0,75.0
2021-10-19,467,0,1900-01-01 08:47:00,1900-01-01 09:28:00,6.5,0.0,0.0,6,2273.0,0.0,762.0,32.0,0.0,774.0,81.0,96.0,164.0,47.0,1.0,253.0,63.0
2021-10-19,467,2,1900-01-01 09:18:00,1900-01-01 09:51:00,6.8,0.0,0.0,2,2113.0,1.0,685.0,37.0,1.0,735.0,82.0,100.0,160.0,46.0,3.0,199.0,64.0
2021-10-19,467,-1,1900-01-01 09:45:00,1900-01-01 10:27:00,6.8,0.0,0.0,8,3094.0,1.0,987.0,53.0,0.0,1057.0,126.0,177.0,245.0,78.0,3.0,275.0,92.0
2021-10-19,467,-1,1900-01-01 10:15:00,1900-01-01 11:00:00,7.3,0.0,0.0,11,4167.0,0.0,1303.0,87.0,1.0,1412.0,171.0,250.0,333.0,104.0,3.0,379.0,124.0
2021-10-19,467,0,1900-01-01 10:45:00,1900-01-01 11:30:00,7.3,0.0,0.0,12,4114.0,0.0,1316.0,87.0,1.0,1331.0,163.0,243.0,343.0,96.0,0.0,389.0,145.0
2021-10-19,467,-1,1900-01-01 11:13:00,1900-01-01 11:45:00,8.1,0.0,0.0,-2,3167.0,0.0,1019.0,67.0,2.0,993.0,129.0,178.0,297.0,78.0,0.0,295.0,109.0
2021-10-19,467,0,1900-01-01 11:44:00,1900-01-01 12:26:00,8.1,0.0,0.0,9,3343.0,0.0,1065.0,90.0,2.0,1054.0,111.0,189.0,302.0,84.0,5.0,335.0,106.0
2021-10-19,467,0,1900-01-01 12:15:00,1900-01-01 12:59:00,8.9,0.0,0.0,8,3404.0,0.0,1111.0,92.0,0.0,1019.0,103.0,181.0,353.0,87.0,5.0,331.0,122.0
2021-10-19,467,-1,1900-01-01 12:45:00,1900-01-01 13:28:00,8.9,0.0,0.0,6,3355.0,0.0,1127.0,81.0,0.0,1009.0,96.0,178.0,346.0,79.0,7.0,312.0,120.0
2021-10-19,467,0,1900-01-01 13:16:00,1900-01-01 14:04:00,9.3,0.0,0.0,12,3548.0,0.0,1220.0,75.0,1.0,1087.0,98.0,191.0,339.0,93.0,1.0,341.0,102.0
2021-10-19,467,0,1900-01-01 13:46:00,1900-01-01 14:26:00,9.3,0.0,0.0,4,2454.0,0.0,877.0,68.0,0.0,708.0,69.0,140.0,252.0,56.0,0.0,215.0,69.0
2021-10-19,467,0,1900-01-01 14:16:00,1900-01-01 14:58:00,9.9,0.0,0.0,6,2765.0,1.0,949.0,65.0,0.0,859.0,63.0,130.0,251.0,74.0,0.0,296.0,77.0
2021-10-19,467,-1,1900-01-01 14:44:00,1900-01-01 15:30:00,9.9,0.0,0.0,8,5944.0,0.0,2073.0,106.0,1.0,1842.0,125.0,323.0,602.0,149.0,0.0,582.0,141.0
2021-10-19,467,0,1900-01-01 15:17:00,1900-01-01 16:00:00,10.8,0.0,0.0,5,4706.0,0.0,1682.0,85.0,2.0,1389.0,92.0,272.0,559.0,134.0,1.0,381.0,109.0
2021-10-19,467,0,1900-01-01 15:48:00,1900-01-01 16:32:00,10.8,0.0,0.0,4,4874.0,0.0,1695.0,102.0,0.0,1507.0,104.0,259.0,565.0,120.0,0.0,401.0,121.0
2021-10-19,467,0,1900-01-01 16:17:00,1900-01-01 17:00:00,10.9,0.0,0.0,5,4754.0,0.0,1641.0,91.0,0.0,1485.0,115.0,237.0,551.0,112.0,1.0,392.0,129.0
2021-10-19,467,-1,1900-01-01 16:47:00,1900-01-01 17:29:00,10.9,0.0,0.0,4,3202.0,0.0,1068.0,73.0,0.0,1001.0,80.0,164.0,389.0,75.0,1.0,267.0,84.0
2021-10-19,467,0,1900-01-01 17:12:00,1900-01-01 17:53:00,10.7,0.0,0.0,4,4737.0,0.0,1510.0,96.0,1.0,1550.0,105.0,237.0,568.0,125.0,1.0,418.0,126.0
2021-10-19,467,0,1900-01-01 17:58:00,1900-01-01 18:30:00,10.7,0.0,0.0,-1,3872.0,0.0,1327.0,81.0,0.0,1244.0,75.0,207.0,394.0,91.0,3.0,335.0,115.0
2021-10-19,467,0,1900-01-01 18:23:00,1900-01-01 18:58:00,8.5,0.0,0.0,2,2324.0,0.0,775.0,47.0,2.0,798.0,45.0,125.0,231.0,40.0,1.0,186.0,74.0
2021-10-19,467,0,1900-01-01 18:44:00,1900-01-01 19:14:00,8.5,0.0,0.0,-1,2140.0,0.0,696.0,59.0,2.0,765.0,46.0,109.0,192.0,45.0,3.0,157.0,66.0
2021-10-19,467,0,1900-01-01 19:02:00,1900-01-01 19:33:00,8.8,0.0,0.0,0,1871.0,0.0,539.0,44.0,0.0,677.0,42.0,94.0,171.0,61.0,4.0,161.0,78.0
2021-10-19,467,1,1900-01-01 06:03:00,1900-01-01 06:44:00,7.1,0.0,0.0,3,1805.0,2.0,620.0,10.0,1.0,716.0,82.0,75.0,60.0,19.0,0.0,185.0,35.0
2021-10-19,467,0,1900-01-01 06:29:00,1900-01-01 07:06:00,7.1,0.0,0.0,-3,3259.0,1.0,1116.0,21.0,4.0,1178.0,160.0,145.0,121.0,53.0,2.0,366.0,92.0
2021-10-19,467,-12,1900-01-01 06:47:00,1900-01-01 07:39:00,7.1,0.0,0.0,-2,4181.0,0.0,1402.0,41.0,0.0,1394.0,153.0,197.0,214.0,74.0,1.0,573.0,132.0
2021-10-19,467,0,1900-01-01 07:29:00,1900-01-01 08:10:00,6.9,0.0,0.0,-1,4465.0,0.0,1450.0,73.0,0.0,1301.0,156.0,211.0,369.0,75.0,0.0,676.0,154.0
2021-10-19,467,0,1900-01-01 07:59:00,1900-01-01 08:43:00,6.9,0.0,0.0,2,3984.0,0.0,1330.0,44.0,0.0,1167.0,170.0,191.0,312.0,89.0,3.0,567.0,111.0
2021-10-19,467,1,1900-01-01 08:30:00,1900-01-01 09:07:00,6.5,0.0,0.0,-2,3764.0,0.0,1234.0,53.0,0.0,1227.0,153.0,172.0,255.0,110.0,1.0,455.0,104.0
2021-10-19,467,0,1900-01-01 08:58:00,1900-01-01 09:39:00,6.5,0.0,0.0,0,3329.0,0.0,1089.0,56.0,1.0,1143.0,126.0,149.0,242.0,72.0,3.0,353.0,95.0
2021-10-19,467,-1,1900-01-01 09:28:00,1900-01-01 10:05:00,6.8,0.0,0.0,-5,3086.0,1.0,988.0,57.0,1.0,1062.0,126.0,157.0,237.0,70.0,4.0,289.0,94.0
2021-10-19,467,2,1900-01-01 10:01:00,1900-01-01 10:43:00,7.3,0.0,0.0,3,2140.0,0.0,662.0,41.0,0.0,737.0,86.0,124.0,176.0,61.0,3.0,187.0,63.0
2021-10-19,467,0,1900-01-01 10:27:00,1900-01-01 11:04:00,7.3,0.0,0.0,-4,3103.0,0.0,977.0,67.0,1.0,1048.0,126.0,177.0,247.0,71.0,2.0,293.0,94.0
2021-10-19,467,1,1900-01-01 11:00:00,1900-01-01 11:39:00,8.1,0.0,0.0,-1,3082.0,0.0,983.0,60.0,0.0,1004.0,124.0,188.0,259.0,70.0,0.0,287.0,107.0
2021-10-19,467,1,1900-01-01 11:30:00,1900-01-01 12:11:00,8.1,0.0,0.0,1,3300.0,0.0,1052.0,79.0,2.0,1041.0,123.0,194.0,306.0,77.0,2.0,314.0,110.0
2021-10-19,467,-1,1900-01-01 11:58:00,1900-01-01 12:36:00,8.1,0.0,0.0,-4,3456.0,0.0,1112.0,99.0,0.0,1071.0,107.0,197.0,301.0,85.0,6.0,349.0,129.0
2021-10-19,467,0,1900-01-01 12:29:00,1900-01-01 13:13:00,8.9,0.0,0.0,3,3374.0,0.0,1134.0,86.0,0.0,991.0,110.0,179.0,363.0,75.0,6.0,308.0,122.0
2021-10-19,467,0,1900-01-01 12:59:00,1900-01-01 13:37:00,8.9,0.0,0.0,-3,3441.0,0.0,1134.0,77.0,0.0,1095.0,97.0,177.0,313.0,93.0,6.0,341.0,108.0
2021-10-19,467,0,1900-01-01 13:29:00,1900-01-01 14:10:00,9.3,0.0,0.0,-1,3548.0,0.0,1220.0,75.0,1.0,1087.0,98.0,191.0,339.0,93.0,1.0,341.0,102.0
2021-10-19,467,5,1900-01-01 14:04:00,1900-01-01 14:40:00,9.9,0.0,0.0,-1,2584.0,1.0,936.0,72.0,0.0,758.0,58.0,143.0,243.0,65.0,0.0,236.0,72.0
2021-10-19,467,-1,1900-01-01 14:26:00,1900-01-01 15:15:00,9.9,0.0,0.0,5,5702.0,1.0,1982.0,115.0,0.0,1781.0,117.0,305.0,538.0,143.0,0.0,579.0,141.0
2021-10-19,467,-1,1900-01-01 14:58:00,1900-01-01 15:40:00,9.9,0.0,0.0,-3,4513.0,0.0,1601.0,72.0,1.0,1393.0,90.0,263.0,458.0,111.0,0.0,420.0,104.0
2021-10-19,467,1,1900-01-01 15:30:00,1900-01-01 16:11:00,10.8,0.0,0.0,-2,4706.0,0.0,1682.0,85.0,2.0,1389.0,92.0,272.0,559.0,134.0,1.0,381.0,109.0
2021-10-19,467,1,1900-01-01 16:00:00,1900-01-01 16:43:00,10.9,0.0,0.0,0,4874.0,0.0,1695.0,102.0,0.0,1507.0,104.0,259.0,565.0,120.0,0.0,401.0,121.0
2021-10-19,467,0,1900-01-01 16:32:00,1900-01-01 17:15:00,10.9,0.0,0.0,-1,4694.0,0.0,1590.0,99.0,0.0,1419.0,113.0,248.0,574.0,109.0,2.0,403.0,137.0
2021-10-19,467,1,1900-01-01 17:00:00,1900-01-01 17:53:00,10.7,0.0,0.0,10,6366.0,0.0,2046.0,133.0,1.0,2089.0,147.0,312.0,755.0,162.0,1.0,552.0,168.0
2021-10-19,467,0,1900-01-01 17:29:00,1900-01-01 18:16:00,10.7,0.0,0.0,4,5813.0,0.0,1885.0,121.0,1.0,1921.0,117.0,293.0,630.0,162.0,3.0,516.0,164.0
2021-10-19,467,0,1900-01-01 17:58:00,1900-01-01 18:38:00,10.7,0.0,0.0,-2,3872.0,0.0,1327.0,81.0,0.0,1244.0,75.0,207.0,394.0,91.0,3.0,335.0,115.0
2021-10-19,67,1,1900-01-01 00:18:00,1900-01-01 00:57:00,7.4,0.3,0.0,1,355.0,2.0,111.0,5.0,6.0,108.0,11.0,24.0,32.0,8.0,0.0,32.0,16.0
2021-10-19,67,0,1900-01-01 00:41:00,1900-01-01 01:29:00,7.4,0.3,0.0,9,348.0,1.0,108.0,6.0,9.0,114.0,12.0,23.0,26.0,8.0,1.0,27.0,13.0
2021-10-19,67,-1,1900-01-01 01:10:00,1900-01-01 01:41:00,7.2,0.0,0.0,-8,244.0,0.0,68.0,4.0,2.0,78.0,8.0,17.0,23.0,8.0,1.0,25.0,10.0
2021-10-19,67,-1,1900-01-01 05:09:00,1900-01-01 06:03:00,7.2,0.0,0.0,12,2164.0,0.0,782.0,11.0,8.0,860.0,102.0,98.0,49.0,13.0,1.0,175.0,65.0
2021-10-19,67,-1,1900-01-01 05:36:00,1900-01-01 06:25:00,7.2,0.0,0.0,7,2087.0,1.0,712.0,10.0,3.0,852.0,89.0,89.0,69.0,12.0,1.0,201.0,48.0
2021-10-19,67,0,1900-01-01 06:00:00,1900-01-01 06:48:00,7.1,0.0,0.0,7,3504.0,2.0,1196.0,19.0,6.0,1340.0,154.0,147.0,122.0,46.0,2.0,382.0,88.0
2021-10-19,67,-1,1900-01-01 06:14:00,1900-01-01 06:51:00,7.1,0.0,0.0,-5,2830.0,2.0,954.0,16.0,5.0,1069.0,134.0,122.0,103.0,40.0,1.0,315.0,69.0
2021-10-19,67,0,1900-01-01 06:30:00,1900-01-01 07:16:00,7.1,0.0,0.0,5,4651.0,1.0,1580.0,30.0,4.0,1643.0,207.0,205.0,186.0,83.0,2.0,575.0,135.0
2021-10-19,67,1,1900-01-01 06:41:00,1900-01-01 07:29:00,7.1,0.0,0.0,8,3674.0,0.0,1236.0,23.0,4.0,1270.0,155.0,165.0,157.0,68.0,2.0,478.0,116.0
2021-10-19,67,0,1900-01-01 06:59:00,1900-01-01 07:49:00,7.1,0.0,0.0,5,5765.0,0.0,1933.0,73.0,0.0,1844.0,206.0,248.0,352.0,92.0,1.0,821.0,195.0
2021-10-19,67,0,1900-01-01 07:00:00,1900-01-01 07:51:00,6.9,0.0,0.0,6,5765.0,0.0,1933.0,73.0,0.0,1844.0,206.0,248.0,352.0,92.0,1.0,821.0,195.0
2021-10-19,67,-1,1900-01-01 07:08:00,1900-01-01 07:57:00,6.9,0.0,0.0,2,4508.0,0.0,1495.0,65.0,0.0,1392.0,150.0,190.0,303.0,75.0,0.0,682.0,156.0
2021-10-19,67,-1,1900-01-01 07:16:00,1900-01-01 08:06:00,6.9,0.0,0.0,2,4465.0,0.0,1450.0,73.0,0.0,1301.0,156.0,211.0,369.0,75.0,0.0,676.0,154.0
2021-10-19,67,-1,1900-01-01 07:23:00,1900-01-01 08:09:00,6.9,0.0,0.0,-3,4465.0,0.0,1450.0,73.0,0.0,1301.0,156.0,211.0,369.0,75.0,0.0,676.0,154.0
2021-10-19,67,0,1900-01-01 07:30:00,1900-01-01 08:19:00,6.9,0.0,0.0,1,5858.0,0.0,1939.0,86.0,0.0,1715.0,221.0,273.0,474.0,99.0,2.0,858.0,191.0
2021-10-19,67,0,1900-01-01 07:36:00,1900-01-01 08:26:00,6.9,0.0,0.0,2,4326.0,0.0,1439.0,62.0,0.0,1238.0,171.0,194.0,374.0,72.0,2.0,633.0,141.0
2021-10-19,67,-1,1900-01-01 07:41:00,1900-01-01 08:28:00,6.9,0.0,0.0,-2,4326.0,0.0,1439.0,62.0,0.0,1238.0,171.0,194.0,374.0,72.0,2.0,633.0,141.0
2021-10-19,67,0,1900-01-01 07:48:00,1900-01-01 08:39:00,6.9,0.0,0.0,4,3984.0,0.0,1330.0,44.0,0.0,1167.0,170.0,191.0,312.0,89.0,3.0,567.0,111.0
2021-10-19,67,-1,1900-01-01 07:53:00,1900-01-01 08:36:00,6.9,0.0,0.0,-5,3984.0,0.0,1330.0,44.0,0.0,1167.0,170.0,191.0,312.0,89.0,3.0,567.0,111.0
2021-10-19,67,0,1900-01-01 08:00:00,1900-01-01 08:54:00,6.5,0.0,0.0,7,5397.0,0.0,1761.0,65.0,0.0,1672.0,231.0,259.0,407.0,140.0,3.0,706.0,153.0
2021-10-19,67,0,1900-01-01 08:08:00,1900-01-01 08:51:00,6.5,0.0,0.0,-4,4048.0,0.0,1342.0,48.0,0.0,1298.0,178.0,178.0,276.0,110.0,3.0,503.0,112.0
2021-10-19,67,-1,1900-01-01 08:17:00,1900-01-01 09:18:00,6.5,0.0,0.0,13,4928.0,0.0,1615.0,67.0,0.0,1658.0,194.0,212.0,335.0,133.0,2.0,574.0,138.0
2021-10-19,67,2,1900-01-01 08:35:00,1900-01-01 09:16:00,6.5,0.0,0.0,-3,3686.0,0.0,1193.0,53.0,0.0,1279.0,142.0,164.0,259.0,98.0,1.0,392.0,105.0
2021-10-19,67,1,1900-01-01 08:50:00,1900-01-01 09:33:00,6.5,0.0,0.0,0,3329.0,0.0,1089.0,56.0,1.0,1143.0,126.0,149.0,242.0,72.0,3.0,353.0,95.0
2021-10-19,67,-1,1900-01-01 09:02:00,1900-01-01 09:48:00,6.8,0.0,0.0,2,3277.0,1.0,1066.0,51.0,1.0,1166.0,123.0,140.0,240.0,69.0,4.0,318.0,98.0
2021-10-19,67,0,1900-01-01 09:17:00,1900-01-01 09:59:00,6.8,0.0,0.0,-1,2113.0,1.0,685.0,37.0,1.0,735.0,82.0,100.0,160.0,46.0,3.0,199.0,64.0
2021-10-19,67,0,1900-01-01 09:32:00,1900-01-01 10:54:00,6.8,0.0,0.0,39,5202.0,1.0,1656.0,101.0,1.0,1757.0,206.0,283.0,419.0,132.0,5.0,478.0,163.0
2021-10-19,67,-1,1900-01-01 09:47:00,1900-01-01 10:38:00,6.8,0.0,0.0,7,3113.0,0.0,965.0,61.0,0.0,1064.0,130.0,181.0,253.0,85.0,4.0,277.0,93.0
2021-10-19,67,1,1900-01-01 10:05:00,1900-01-01 10:49:00,7.3,0.0,0.0,2,3172.0,0.0,995.0,68.0,1.0,1064.0,125.0,179.0,260.0,87.0,3.0,289.0,101.0
2021-10-19,67,0,1900-01-01 10:18:00,1900-01-01 11:08:00,7.3,0.0,0.0,7,3103.0,0.0,977.0,67.0,1.0,1048.0,126.0,177.0,247.0,71.0,2.0,293.0,94.0
2021-10-19,67,0,1900-01-01 10:32:00,1900-01-01 10:56:00,7.3,0.0,0.0,0,1032.0,0.0,333.0,27.0,1.0,327.0,39.0,55.0,84.0,26.0,0.0,102.0,38.0
2021-10-19,67,-1,1900-01-01 10:45:00,1900-01-01 11:39:00,7.3,0.0,0.0,10,4114.0,0.0,1316.0,87.0,1.0,1331.0,163.0,243.0,343.0,96.0,0.0,389.0,145.0
2021-10-19,67,-1,1900-01-01 11:00:00,1900-01-01 11:47:00,8.1,0.0,0.0,2,4162.0,0.0,1327.0,86.0,2.0,1341.0,175.0,249.0,370.0,95.0,0.0,385.0,132.0
2021-10-19,67,0,1900-01-01 11:16:00,1900-01-01 12:06:00,8.1,0.0,0.0,4,3300.0,0.0,1052.0,79.0,2.0,1041.0,123.0,194.0,306.0,77.0,2.0,314.0,110.0
2021-10-19,67,0,1900-01-01 11:46:00,1900-01-01 12:35:00,8.1,0.0,0.0,2,3456.0,0.0,1112.0,99.0,0.0,1071.0,107.0,197.0,301.0,85.0,6.0,349.0,129.0
2021-10-19,67,-1,1900-01-01 12:00:00,1900-01-01 12:52:00,8.9,0.0,0.0,4,4537.0,0.0,1476.0,122.0,0.0,1381.0,135.0,251.0,444.0,108.0,7.0,447.0,166.0
2021-10-19,67,0,1900-01-01 12:16:00,1900-01-01 13:05:00,8.9,0.0,0.0,2,3374.0,0.0,1134.0,86.0,0.0,991.0,110.0,179.0,363.0,75.0,6.0,308.0,122.0
2021-10-19,67,1,1900-01-01 12:31:00,1900-01-01 13:16:00,8.9,0.0,0.0,-1,3355.0,0.0,1127.0,81.0,0.0,1009.0,96.0,178.0,346.0,79.0,7.0,312.0,120.0
2021-10-19,67,1,1900-01-01 12:41:00,1900-01-01 13:33:00,8.9,0.0,0.0,6,4522.0,0.0,1498.0,100.0,0.0,1405.0,125.0,231.0,456.0,116.0,7.0,439.0,145.0
2021-10-19,67,3,1900-01-01 12:53:00,1900-01-01 13:38:00,8.9,0.0,0.0,1,3441.0,0.0,1134.0,77.0,0.0,1095.0,97.0,177.0,313.0,93.0,6.0,341.0,108.0
2021-10-19,67,-1,1900-01-01 12:59:00,1900-01-01 13:49:00,8.9,0.0,0.0,2,4618.0,0.0,1565.0,106.0,1.0,1426.0,127.0,248.0,426.0,122.0,7.0,442.0,148.0
2021-10-19,67,0,1900-01-01 13:10:00,1900-01-01 14:04:00,9.3,0.0,0.0,7,4722.0,0.0,1604.0,105.0,1.0,1459.0,131.0,259.0,432.0,123.0,3.0,457.0,148.0
2021-10-19,67,1,1900-01-01 13:21:00,1900-01-01 14:08:00,9.3,0.0,0.0,1,3548.0,0.0,1220.0,75.0,1.0,1087.0,98.0,191.0,339.0,93.0,1.0,341.0,102.0
2021-10-19,67,0,1900-01-01 13:30:00,1900-01-01 14:25:00,9.3,0.0,0.0,8,4798.0,0.0,1679.0,116.0,1.0,1435.0,128.0,264.0,475.0,122.0,1.0,443.0,134.0
2021-10-19,67,-11,1900-01-01 13:39:00,1900-01-01 14:45:00,9.3,0.0,0.0,8,6396.0,1.0,2257.0,162.0,1.0,1898.0,162.0,341.0,616.0,159.0,1.0,612.0,186.0
2021-10-19,67,-1,1900-01-01 13:59:00,1900-01-01 14:49:00,9.3,0.0,0.0,2,5219.0,1.0,1826.0,133.0,0.0,1567.0,132.0,270.0,503.0,130.0,0.0,511.0,146.0
2021-10-19,67,1,1900-01-01 14:03:00,1900-01-01 14:23:00,9.9,0.0,0.0,-2,1250.0,0.0,459.0,41.0,0.0,348.0,30.0,73.0,136.0,29.0,0.0,102.0,32.0
2021-10-19,67,86,1900-01-01 15:28:00,1900-01-01 15:50:00,10.8,0.0,0.0,0,3069.0,0.0,1099.0,49.0,2.0,893.0,69.0,170.0,367.0,88.0,1.0,261.0,70.0
2021-10-19,67,-1,1900-01-01 14:09:00,1900-01-01 15:03:00,9.9,0.0,0.0,6,5444.0,1.0,1900.0,127.0,0.0,1683.0,123.0,289.0,534.0,131.0,0.0,519.0,137.0
2021-10-19,67,-1,1900-01-01 14:19:00,1900-01-01 15:07:00,9.9,0.0,0.0,0,4194.0,1.0,1441.0,86.0,0.0,1335.0,93.0,216.0,398.0,102.0,0.0,417.0,105.0
2021-10-19,67,0,1900-01-01 14:30:00,1900-01-01 15:17:00,9.9,0.0,0.0,-1,5702.0,1.0,1982.0,115.0,0.0,1781.0,117.0,305.0,538.0,143.0,0.0,579.0,141.0
2021-10-19,67,0,1900-01-01 14:40:00,1900-01-01 15:26:00,9.9,0.0,0.0,-2,4368.0,0.0,1505.0,84.0,0.0,1371.0,89.0,235.0,431.0,107.0,0.0,445.0,101.0
2021-10-19,67,-1,1900-01-01 14:49:00,1900-01-01 15:39:00,9.9,0.0,0.0,0,4513.0,0.0,1601.0,72.0,1.0,1393.0,90.0,263.0,458.0,111.0,0.0,420.0,104.0
2021-10-19,67,0,1900-01-01 14:58:00,1900-01-01 15:52:00,9.9,0.0,0.0,4,6006.0,0.0,2132.0,99.0,2.0,1815.0,123.0,345.0,654.0,157.0,1.0,544.0,134.0
2021-10-19,67,1,1900-01-01 15:01:00,1900-01-01 15:26:00,10.8,0.0,0.0,0,1508.0,0.0,541.0,29.0,0.0,446.0,24.0,89.0,140.0,41.0,0.0,162.0,36.0
2021-10-19,67,0,1900-01-01 15:06:00,1900-01-01 16:01:00,10.8,0.0,0.0,5,6214.0,0.0,2223.0,114.0,2.0,1835.0,116.0,361.0,699.0,175.0,1.0,543.0,145.0
2021-10-19,67,2,1900-01-01 15:17:00,1900-01-01 16:16:00,10.8,0.0,0.0,11,6310.0,0.0,2211.0,123.0,2.0,1872.0,133.0,351.0,753.0,167.0,1.0,540.0,157.0
2021-10-19,67,3,1900-01-01 15:23:00,1900-01-01 15:48:00,10.8,0.0,0.0,2,3069.0,0.0,1099.0,49.0,2.0,893.0,69.0,170.0,367.0,88.0,1.0,261.0,70.0
2021-10-19,67,0,1900-01-01 15:20:00,1900-01-01 15:44:00,10.8,0.0,0.0,-2,1576.0,0.0,568.0,22.0,1.0,471.0,36.0,88.0,171.0,42.0,0.0,137.0,40.0
2021-10-19,67,-1,1900-01-01 15:24:00,1900-01-01 16:16:00,10.8,0.0,0.0,1,6310.0,0.0,2211.0,123.0,2.0,1872.0,133.0,351.0,753.0,167.0,1.0,540.0,157.0
2021-10-19,67,15,1900-01-01 15:50:00,1900-01-01 16:31:00,10.8,0.0,0.0,6,4874.0,0.0,1695.0,102.0,0.0,1507.0,104.0,259.0,565.0,120.0,0.0,401.0,121.0
2021-10-19,67,0,1900-01-01 15:45:00,1900-01-01 16:40:00,10.8,0.0,0.0,5,6367.0,0.0,2226.0,129.0,1.0,1929.0,137.0,341.0,761.0,166.0,1.0,525.0,151.0
2021-10-19,67,-1,1900-01-01 15:53:00,1900-01-01 16:46:00,10.8,0.0,0.0,2,6366.0,0.0,2217.0,128.0,0.0,1925.0,137.0,343.0,750.0,154.0,1.0,537.0,174.0
2021-10-19,67,0,1900-01-01 16:03:00,1900-01-01 16:59:00,10.9,0.0,0.0,4,4729.0,0.0,1634.0,92.0,0.0,1429.0,114.0,241.0,558.0,108.0,1.0,417.0,135.0
2021-10-19,67,-1,1900-01-01 16:11:00,1900-01-01 17:10:00,10.9,0.0,0.0,6,6358.0,0.0,2170.0,129.0,0.0,1968.0,156.0,316.0,745.0,145.0,1.0,551.0,177.0
2021-10-19,67,1,1900-01-01 16:19:00,1900-01-01 16:42:00,10.9,0.0,0.0,-2,1633.0,0.0,583.0,28.0,0.0,528.0,40.0,78.0,179.0,41.0,0.0,122.0,34.0
2021-10-19,67,1,1900-01-01 16:22:00,1900-01-01 17:16:00,10.9,0.0,0.0,3,6327.0,0.0,2173.0,127.0,0.0,1947.0,153.0,326.0,753.0,150.0,2.0,525.0,171.0
2021-10-19,67,4,1900-01-01 16:31:00,1900-01-01 16:53:00,10.9,0.0,0.0,-2,1492.0,0.0,522.0,26.0,0.0,418.0,33.0,84.0,185.0,34.0,1.0,136.0,53.0
2021-10-19,67,-1,1900-01-01 16:28:00,1900-01-01 17:25:00,10.9,0.0,0.0,4,6327.0,0.0,2173.0,127.0,0.0,1947.0,153.0,326.0,753.0,150.0,2.0,525.0,171.0
2021-10-19,67,0,1900-01-01 16:38:00,1900-01-01 17:25:00,10.9,0.0,0.0,-5,4694.0,0.0,1590.0,99.0,0.0,1419.0,113.0,248.0,574.0,109.0,2.0,403.0,137.0
2021-10-19,67,2,1900-01-01 16:47:00,1900-01-01 17:08:00,10.9,0.0,0.0,-5,1629.0,0.0,536.0,37.0,0.0,539.0,42.0,75.0,187.0,37.0,0.0,134.0,42.0
2021-10-19,67,0,1900-01-01 16:47:00,1900-01-01 17:36:00,10.9,0.0,0.0,-3,4841.0,0.0,1604.0,98.0,1.0,1554.0,112.0,239.0,580.0,124.0,1.0,402.0,126.0
2021-10-19,67,-1,1900-01-01 16:55:00,1900-01-01 17:43:00,10.9,0.0,0.0,-5,4841.0,0.0,1604.0,98.0,1.0,1554.0,112.0,239.0,580.0,124.0,1.0,402.0,126.0
2021-10-19,67,1,1900-01-01 17:06:00,1900-01-01 18:00:00,10.7,0.0,0.0,4,6109.0,0.0,1971.0,127.0,1.0,1998.0,136.0,308.0,710.0,162.0,2.0,529.0,165.0
2021-10-19,67,0,1900-01-01 17:13:00,1900-01-01 17:56:00,10.7,0.0,0.0,-7,4737.0,0.0,1510.0,96.0,1.0,1550.0,105.0,237.0,568.0,125.0,1.0,418.0,126.0
2021-10-19,67,0,1900-01-01 17:18:00,1900-01-01 17:40:00,10.7,0.0,0.0,-6,1639.0,0.0,536.0,25.0,1.0,553.0,32.0,75.0,191.0,49.0,0.0,135.0,42.0
2021-10-19,67,0,1900-01-01 17:22:00,1900-01-01 18:09:00,10.7,0.0,0.0,-2,4536.0,0.0,1439.0,91.0,1.0,1536.0,98.0,219.0,508.0,124.0,1.0,396.0,123.0
2021-10-19,67,20,1900-01-01 17:50:00,1900-01-01 18:13:00,10.7,0.0,0.0,-5,1372.0,0.0,461.0,31.0,0.0,448.0,31.0,71.0,142.0,37.0,1.0,111.0,39.0
2021-10-19,67,1,1900-01-01 17:39:00,1900-01-01 18:30:00,10.7,0.0,0.0,4,5397.0,0.0,1769.0,116.0,0.0,1779.0,110.0,280.0,569.0,129.0,3.0,485.0,157.0
