date,line,delay_start,start_time,end_time,temp_start,rain_amt,snow_amt,delay_end,total_traffic,T_NBLT,T_NBT,T_NBRT,T_SBLT,T_SBT,T_SBRT,T_EBLT,T_EBT,T_EBRT,T_WBLT,T_WBT,T_WBRT
2021-10-21,67,1,1900-01-01 05:30:00,1900-01-01 06:10:00,12.3,0.0,0.0,0,1791.0,1.0,598.0,10.0,7.0,742.0,80.0,89.0,46.0,17.0,0.0,152.0,49.0
2021-10-21,67,1,1900-01-01 05:38:00,1900-01-01 06:15:00,12.3,0.0,0.0,-3,2087.0,0.0,695.0,9.0,4.0,842.0,102.0,115.0,55.0,20.0,0.0,181.0,64.0
2021-10-21,67,3,1900-01-01 05:50:00,1900-01-01 06:29:00,12.3,0.0,0.0,1,1547.0,0.0,510.0,6.0,1.0,628.0,79.0,83.0,39.0,16.0,0.0,137.0,48.0
2021-10-21,67,-1,1900-01-01 05:56:00,1900-01-01 06:35:00,12.3,0.0,0.0,-3,2558.0,0.0,869.0,9.0,4.0,1021.0,121.0,118.0,80.0,29.0,0.0,241.0,66.0
2021-10-21,67,3,1900-01-01 06:11:00,1900-01-01 07:00:00,12.2,0.0,0.0,8,4137.0,0.0,1411.0,28.0,4.0,1629.0,186.0,185.0,150.0,37.0,1.0,397.0,109.0
2021-10-21,67,-1,1900-01-01 06:29:00,1900-01-01 07:12:00,12.2,0.0,0.0,-5,3282.0,0.0,1133.0,24.0,3.0,1282.0,139.0,134.0,132.0,29.0,1.0,326.0,79.0
2021-10-21,67,1,1900-01-01 06:41:00,1900-01-01 07:37:00,12.2,0.0,0.0,10,5187.0,0.0,1836.0,49.0,0.0,1862.0,171.0,222.0,258.0,74.0,3.0,571.0,141.0
2021-10-21,67,2,1900-01-01 06:52:00,1900-01-01 07:36:00,12.2,0.0,0.0,-1,4124.0,0.0,1500.0,39.0,0.0,1424.0,125.0,178.0,212.0,63.0,2.0,466.0,115.0
2021-10-21,67,0,1900-01-01 07:00:00,1900-01-01 07:45:00,11.8,0.0,0.0,-3,5594.0,0.0,1980.0,68.0,0.0,1870.0,173.0,240.0,329.0,90.0,2.0,675.0,167.0
2021-10-21,67,0,1900-01-01 07:09:00,1900-01-01 07:54:00,11.8,0.0,0.0,-4,4386.0,0.0,1542.0,57.0,0.0,1419.0,122.0,185.0,284.0,85.0,2.0,558.0,132.0
2021-10-21,67,1,1900-01-01 07:11:00,1900-01-01 07:56:00,11.8,0.0,0.0,-3,4386.0,0.0,1542.0,57.0,0.0,1419.0,122.0,185.0,284.0,85.0,2.0,558.0,132.0
2021-10-21,67,3,1900-01-01 07:22:00,1900-01-01 08:07:00,11.8,0.0,0.0,-2,4537.0,0.0,1517.0,71.0,0.0,1453.0,142.0,207.0,358.0,90.0,2.0,565.0,132.0
2021-10-21,67,-1,1900-01-01 07:18:00,1900-01-01 08:07:00,11.8,0.0,0.0,-2,4537.0,0.0,1517.0,71.0,0.0,1453.0,142.0,207.0,358.0,90.0,2.0,565.0,132.0
2021-10-21,67,0,1900-01-01 07:24:00,1900-01-01 08:12:00,11.8,0.0,0.0,-2,4537.0,0.0,1517.0,71.0,0.0,1453.0,142.0,207.0,358.0,90.0,2.0,565.0,132.0
2021-10-21,67,0,1900-01-01 07:29:00,1900-01-01 08:15:00,11.8,0.0,0.0,-4,5945.0,0.0,1989.0,88.0,0.0,1891.0,187.0,269.0,479.0,120.0,2.0,765.0,155.0
2021-10-21,67,1,1900-01-01 07:31:00,1900-01-01 08:16:00,11.8,0.0,0.0,-4,4426.0,0.0,1442.0,74.0,0.0,1404.0,151.0,201.0,369.0,86.0,0.0,590.0,109.0
2021-10-21,67,-1,1900-01-01 07:38:00,1900-01-01 08:25:00,11.8,0.0,0.0,-4,4426.0,0.0,1442.0,74.0,0.0,1404.0,151.0,201.0,369.0,86.0,0.0,590.0,109.0
2021-10-21,67,-1,1900-01-01 07:38:00,1900-01-01 08:26:00,11.8,0.0,0.0,-3,4426.0,0.0,1442.0,74.0,0.0,1404.0,151.0,201.0,369.0,86.0,0.0,590.0,109.0
2021-10-21,67,0,1900-01-01 07:50:00,1900-01-01 08:36:00,11.8,0.0,0.0,-4,4298.0,0.0,1398.0,58.0,0.0,1468.0,158.0,189.0,350.0,78.0,1.0,521.0,77.0
2021-10-21,67,0,1900-01-01 07:50:00,1900-01-01 08:48:00,11.8,0.0,0.0,8,5598.0,0.0,1798.0,72.0,2.0,1941.0,204.0,261.0,438.0,103.0,1.0,671.0,107.0
2021-10-21,67,0,1900-01-01 08:19:00,1900-01-01 09:05:00,11.7,0.0,0.0,-3,3866.0,0.0,1250.0,39.0,2.0,1444.0,155.0,179.0,243.0,70.0,2.0,403.0,79.0
2021-10-21,67,3,1900-01-01 08:32:00,1900-01-01 09:12:00,11.7,0.0,0.0,-4,2524.0,0.0,814.0,26.0,2.0,934.0,100.0,129.0,145.0,51.0,1.0,263.0,59.0
2021-10-21,67,0,1900-01-01 08:40:00,1900-01-01 09:25:00,11.7,0.0,0.0,-2,3676.0,0.0,1155.0,50.0,2.0,1336.0,141.0,189.0,228.0,77.0,1.0,409.0,88.0
2021-10-21,67,0,1900-01-01 08:50:00,1900-01-01 09:33:00,11.7,0.0,0.0,-4,3450.0,0.0,1098.0,49.0,0.0,1237.0,122.0,182.0,231.0,76.0,1.0,365.0,89.0
2021-10-21,67,-1,1900-01-01 08:59:00,1900-01-01 09:45:00,11.7,0.0,0.0,-2,4541.0,0.0,1401.0,66.0,1.0,1675.0,152.0,239.0,308.0,99.0,1.0,470.0,129.0
2021-10-21,67,0,1900-01-01 09:10:00,1900-01-01 09:56:00,11.3,0.0,0.0,-3,3317.0,0.0,987.0,54.0,1.0,1214.0,98.0,182.0,251.0,73.0,0.0,357.0,100.0
2021-10-21,67,-1,1900-01-01 09:19:00,1900-01-01 10:05:00,11.3,0.0,0.0,-4,3186.0,0.0,992.0,41.0,1.0,1161.0,93.0,173.0,239.0,69.0,0.0,314.0,103.0
2021-10-21,67,0,1900-01-01 09:30:00,1900-01-01 10:14:00,11.3,0.0,0.0,-5,3186.0,0.0,992.0,41.0,1.0,1161.0,93.0,173.0,239.0,69.0,0.0,314.0,103.0
2021-10-21,67,0,1900-01-01 09:40:00,1900-01-01 10:27:00,11.3,0.0,0.0,-2,3144.0,0.0,988.0,40.0,1.0,1146.0,98.0,167.0,224.0,66.0,1.0,315.0,98.0
2021-10-21,67,-1,1900-01-01 10:04:00,1900-01-01 10:54:00,10.3,0.5,0.0,0,3196.0,0.0,1009.0,51.0,0.0,1102.0,91.0,184.0,263.0,72.0,3.0,323.0,98.0
2021-10-21,67,-1,1900-01-01 10:29:00,1900-01-01 11:14:00,10.3,0.5,0.0,-5,3256.0,0.0,1026.0,61.0,0.0,1109.0,85.0,191.0,280.0,78.0,3.0,318.0,105.0
2021-10-21,67,-1,1900-01-01 10:40:00,1900-01-01 11:26:00,10.3,0.5,0.0,-4,3294.0,0.0,1058.0,62.0,0.0,1106.0,86.0,181.0,300.0,76.0,2.0,303.0,120.0
2021-10-21,67,-1,1900-01-01 10:50:00,1900-01-01 11:37:00,10.3,0.5,0.0,-4,3311.0,1.0,1124.0,57.0,0.0,1036.0,87.0,193.0,295.0,89.0,1.0,313.0,115.0
2021-10-21,67,-1,1900-01-01 11:00:00,1900-01-01 11:47:00,9.6,2.4,0.0,-4,4374.0,1.0,1498.0,78.0,0.0,1369.0,115.0,235.0,388.0,112.0,1.0,419.0,158.0
2021-10-21,67,-1,1900-01-01 11:09:00,1900-01-01 11:57:00,9.6,2.4,0.0,-3,3282.0,1.0,1142.0,56.0,0.0,1003.0,89.0,169.0,295.0,85.0,0.0,317.0,125.0
2021-10-21,67,0,1900-01-01 11:20:00,1900-01-01 12:07:00,9.6,2.4,0.0,-3,3359.0,1.0,1146.0,59.0,0.0,1032.0,98.0,171.0,301.0,91.0,1.0,329.0,130.0
2021-10-21,67,0,1900-01-01 11:30:00,1900-01-01 12:14:00,9.6,2.4,0.0,-6,3359.0,1.0,1146.0,59.0,0.0,1032.0,98.0,171.0,301.0,91.0,1.0,329.0,130.0
2021-10-21,67,-1,1900-01-01 11:49:00,1900-01-01 12:38:00,9.6,2.4,0.0,-2,3570.0,0.0,1144.0,57.0,1.0,1101.0,108.0,230.0,333.0,119.0,1.0,347.0,129.0
2021-10-21,67,1,1900-01-01 12:01:00,1900-01-01 12:45:00,10.1,1.0,0.0,-5,3595.0,0.0,1165.0,55.0,2.0,1109.0,100.0,227.0,356.0,130.0,1.0,346.0,104.0
2021-10-21,67,3,1900-01-01 12:23:00,1900-01-01 13:12:00,10.1,1.0,0.0,2,3647.0,0.0,1179.0,64.0,1.0,1099.0,99.0,233.0,380.0,130.0,1.0,352.0,109.0
2021-10-21,67,0,1900-01-01 12:30:00,1900-01-01 13:17:00,10.1,1.0,0.0,-3,4804.0,0.0,1561.0,83.0,1.0,1437.0,135.0,301.0,507.0,165.0,2.0,462.0,150.0
2021-10-21,67,-1,1900-01-01 12:39:00,1900-01-01 13:28:00,10.1,1.0,0.0,-2,3594.0,0.0,1193.0,64.0,1.0,1056.0,99.0,221.0,384.0,118.0,2.0,342.0,114.0
2021-10-21,67,-1,1900-01-01 12:49:00,1900-01-01 13:37:00,10.1,1.0,0.0,-3,3573.0,0.0,1152.0,67.0,0.0,1048.0,118.0,224.0,384.0,108.0,2.0,346.0,124.0
2021-10-21,67,-1,1900-01-01 12:59:00,1900-01-01 13:48:00,10.1,1.0,0.0,-2,4768.0,0.0,1589.0,85.0,0.0,1417.0,150.0,280.0,488.0,141.0,2.0,450.0,166.0
2021-10-21,67,-1,1900-01-01 13:10:00,1900-01-01 13:58:00,10.6,0.3,0.0,-3,3517.0,0.0,1176.0,56.0,0.0,1076.0,114.0,184.0,356.0,102.0,2.0,329.0,122.0
2021-10-21,67,-1,1900-01-01 13:21:00,1900-01-01 14:10:00,10.6,0.3,0.0,-2,3658.0,1.0,1266.0,59.0,1.0,1107.0,107.0,196.0,368.0,92.0,1.0,338.0,122.0
2021-10-21,67,0,1900-01-01 13:43:00,1900-01-01 14:33:00,10.6,0.3,0.0,0,5267.0,1.0,1893.0,96.0,1.0,1621.0,130.0,302.0,515.0,126.0,2.0,438.0,142.0
2021-10-21,67,-1,1900-01-01 13:54:00,1900-01-01 14:42:00,10.6,0.3,0.0,-3,4072.0,1.0,1456.0,78.0,1.0,1252.0,98.0,246.0,411.0,93.0,2.0,334.0,100.0
2021-10-21,67,0,1900-01-01 14:18:00,1900-01-01 15:06:00,10.9,0.0,0.0,-2,4400.0,0.0,1521.0,81.0,0.0,1363.0,122.0,243.0,467.0,108.0,4.0,383.0,108.0
2021-10-21,67,-1,1900-01-01 14:27:00,1900-01-01 15:26:00,10.9,0.0,0.0,7,5953.0,0.0,2081.0,117.0,3.0,1855.0,148.0,317.0,617.0,150.0,4.0,517.0,144.0
2021-10-21,67,0,1900-01-01 14:38:00,1900-01-01 15:28:00,10.9,0.0,0.0,-1,4518.0,0.0,1593.0,92.0,3.0,1395.0,110.0,227.0,473.0,117.0,3.0,394.0,111.0
2021-10-21,67,0,1900-01-01 14:46:00,1900-01-01 15:45:00,10.9,0.0,0.0,8,6098.0,1.0,2089.0,116.0,4.0,1915.0,140.0,308.0,686.0,159.0,3.0,534.0,143.0
2021-10-21,67,-1,1900-01-01 14:53:00,1900-01-01 15:42:00,10.9,0.0,0.0,-3,4526.0,1.0,1532.0,93.0,3.0,1457.0,99.0,221.0,491.0,116.0,3.0,400.0,110.0
2021-10-21,67,0,1900-01-01 15:04:00,1900-01-01 15:56:00,11.1,0.0,0.0,1,4615.0,1.0,1596.0,84.0,4.0,1456.0,102.0,226.0,510.0,122.0,0.0,407.0,107.0
2021-10-21,67,-1,1900-01-01 15:13:00,1900-01-01 16:03:00,11.1,0.0,0.0,-3,6202.0,1.0,2121.0,120.0,4.0,1919.0,137.0,321.0,724.0,163.0,0.0,548.0,144.0
2021-10-21,67,0,1900-01-01 15:24:00,1900-01-01 16:19:00,11.1,0.0,0.0,1,6175.0,1.0,2109.0,119.0,1.0,1863.0,142.0,331.0,772.0,162.0,3.0,532.0,140.0
2021-10-21,67,-2,1900-01-01 15:42:00,1900-01-01 16:36:00,11.1,0.0,0.0,-4,6292.0,0.0,2108.0,133.0,1.0,1839.0,144.0,344.0,842.0,171.0,3.0,555.0,152.0
2021-10-21,67,1,1900-01-01 15:54:00,1900-01-01 16:45:00,11.1,0.0,0.0,-4,6290.0,0.0,2069.0,140.0,0.0,1885.0,139.0,353.0,816.0,164.0,3.0,560.0,161.0
2021-10-21,67,0,1900-01-01 16:10:00,1900-01-01 17:06:00,11.3,0.0,0.0,-1,6359.0,0.0,2023.0,154.0,0.0,1982.0,135.0,358.0,794.0,178.0,3.0,579.0,153.0
2021-10-21,67,-1,1900-01-01 16:19:00,1900-01-01 17:19:00,11.3,0.0,0.0,3,6499.0,0.0,2025.0,152.0,0.0,2090.0,140.0,374.0,789.0,183.0,0.0,599.0,147.0
2021-10-21,67,1,1900-01-01 16:31:00,1900-01-01 17:22:00,11.3,0.0,0.0,-3,4892.0,0.0,1547.0,113.0,0.0,1608.0,103.0,296.0,554.0,137.0,0.0,437.0,97.0
2021-10-21,67,0,1900-01-01 16:40:00,1900-01-01 17:46:00,11.3,0.0,0.0,11,8002.0,0.0,2556.0,177.0,2.0,2619.0,180.0,448.0,906.0,250.0,3.0,687.0,174.0
2021-10-21,67,0,1900-01-01 16:50:00,1900-01-01 17:40:00,11.3,0.0,0.0,-4,4901.0,0.0,1501.0,115.0,2.0,1621.0,108.0,278.0,582.0,161.0,1.0,430.0,102.0
2021-10-21,67,0,1900-01-01 17:00:00,1900-01-01 17:57:00,10.6,0.0,0.0,3,6432.0,0.0,2038.0,147.0,2.0,2115.0,144.0,352.0,737.0,214.0,3.0,548.0,132.0
2021-10-21,67,0,1900-01-01 17:10:00,1900-01-01 17:59:00,10.6,0.0,0.0,-5,4776.0,0.0,1559.0,97.0,2.0,1555.0,113.0,252.0,545.0,159.0,3.0,388.0,103.0
2021-10-21,67,0,1900-01-01 17:20:00,1900-01-01 18:17:00,10.6,0.0,0.0,3,5994.0,0.0,1950.0,129.0,2.0,1938.0,136.0,320.0,637.0,204.0,4.0,508.0,166.0
2021-10-21,67,1,1900-01-01 17:31:00,1900-01-01 18:21:00,10.6,0.0,0.0,-1,4415.0,0.0,1478.0,97.0,0.0,1421.0,95.0,242.0,440.0,144.0,3.0,376.0,119.0
2021-10-21,67,0,1900-01-01 18:01:00,1900-01-01 18:47:00,10.5,0.0,0.0,-4,3899.0,1.0,1263.0,104.0,0.0,1284.0,76.0,206.0,384.0,130.0,2.0,325.0,124.0
2021-10-21,67,2,1900-01-01 18:18:00,1900-01-01 19:03:00,10.5,0.0,0.0,-3,3594.0,1.0,1127.0,82.0,2.0,1214.0,79.0,190.0,361.0,113.0,2.0,317.0,106.0
2021-10-21,67,0,1900-01-01 18:31:00,1900-01-01 19:21:00,10.5,0.0,0.0,0,3350.0,0.0,1069.0,71.0,3.0,1156.0,66.0,174.0,343.0,84.0,2.0,286.0,96.0
2021-10-21,67,-1,1900-01-01 18:44:00,1900-01-01 19:32:00,10.5,0.0,0.0,0,4258.0,0.0,1375.0,84.0,4.0,1451.0,90.0,233.0,410.0,113.0,3.0,364.0,131.0
2021-10-21,67,-1,1900-01-01 19:13:00,1900-01-01 19:53:00,10.2,0.0,0.0,-6,2944.0,0.0,994.0,54.0,3.0,974.0,50.0,168.0,262.0,81.0,1.0,247.0,110.0
2021-10-21,67,0,1900-01-01 19:30:00,1900-01-01 20:14:00,10.2,0.0,0.0,-1,2699.0,0.0,896.0,53.0,3.0,889.0,54.0,165.0,232.0,75.0,3.0,226.0,103.0
2021-10-21,67,0,1900-01-01 19:50:00,1900-01-01 20:31:00,10.2,0.0,0.0,-4,2515.0,0.0,788.0,53.0,2.0,834.0,59.0,154.0,228.0,60.0,8.0,228.0,101.0
2021-10-21,67,2,1900-01-01 20:12:00,1900-01-01 20:51:00,10.0,0.0,0.0,-4,2409.0,0.0,735.0,49.0,1.0,779.0,56.0,155.0,239.0,67.0,8.0,213.0,107.0
2021-10-21,67,0,1900-01-01 20:30:00,1900-01-01 21:12:00,10.0,0.0,0.0,-3,2338.0,0.0,726.0,46.0,1.0,755.0,54.0,154.0,224.0,79.0,6.0,185.0,108.0
2021-10-21,67,-3,1900-01-01 21:15:00,1900-01-01 21:52:00,10.2,0.0,0.0,-11,2182.0,0.0,684.0,45.0,6.0,754.0,41.0,148.0,199.0,54.0,4.0,174.0,73.0
2021-10-21,67,25,1900-01-01 22:15:00,1900-01-01 22:34:00,10.9,0.0,0.0,-1,1361.0,3.0,450.0,18.0,15.0,470.0,39.0,85.0,116.0,31.0,5.0,82.0,47.0
2021-10-21,67,1,1900-01-01 22:22:00,1900-01-01 23:02:00,10.9,0.0,0.0,-2,1648.0,6.0,500.0,25.0,19.0,583.0,49.0,99.0,135.0,37.0,5.0,136.0,54.0
2021-10-21,67,0,1900-01-01 22:53:00,1900-01-01 23:31:00,10.9,0.0,0.0,-4,1292.0,4.0,414.0,30.0,12.0,453.0,45.0,83.0,99.0,28.0,1.0,81.0,42.0
2021-10-26,480,2,1900-01-01 14:57:00,1900-01-01 15:44:00,10.7,0.0,0.0,-17,1396.0,0.0,0.0,0.0,201.0,321.0,72.0,0.0,500.0,84.0,37.0,181.0,0.0
2021-10-26,480,1,1900-01-01 15:09:00,1900-01-01 16:03:00,9.9,0.0,0.0,-11,1878.0,0.0,0.0,0.0,271.0,454.0,90.0,0.0,652.0,122.0,58.0,231.0,0.0
2021-10-26,480,1,1900-01-01 15:20:00,1900-01-01 16:24:00,9.9,0.0,0.0,-1,1868.0,0.0,0.0,0.0,246.0,454.0,82.0,0.0,659.0,135.0,70.0,222.0,0.0
2021-10-26,480,1,1900-01-01 15:39:00,1900-01-01 16:39:00,9.9,0.0,0.0,-5,1916.0,0.0,0.0,0.0,264.0,456.0,91.0,0.0,670.0,141.0,68.0,226.0,0.0
2021-10-26,480,-1,1900-01-01 15:57:00,1900-01-01 16:51:00,9.9,0.0,0.0,-13,1934.0,0.0,0.0,0.0,268.0,466.0,94.0,0.0,671.0,140.0,68.0,227.0,0.0
2021-10-26,480,1,1900-01-01 16:19:00,1900-01-01 17:14:00,10.0,0.2,0.0,-10,1452.0,0.0,0.0,0.0,205.0,366.0,63.0,0.0,505.0,96.0,46.0,171.0,0.0
2021-10-26,480,0,1900-01-01 17:09:00,1900-01-01 18:05:00,10.4,0.0,0.0,-9,1990.0,0.0,0.0,0.0,271.0,466.0,98.0,0.0,692.0,142.0,74.0,247.0,0.0
2021-10-26,480,1,1900-01-01 17:40:00,1900-01-01 18:35:00,10.4,0.0,0.0,-6,1946.0,0.0,0.0,0.0,254.0,431.0,100.0,0.0,664.0,179.0,68.0,250.0,0.0
2021-10-26,480,0,1900-01-01 18:09:00,1900-01-01 19:02:00,10.6,0.0,0.0,-7,1751.0,0.0,0.0,1.0,244.0,381.0,94.0,0.0,573.0,186.0,54.0,218.0,0.0
2021-10-26,480,1,1900-01-01 18:43:00,1900-01-01 19:32:00,10.6,0.0,0.0,-9,1522.0,0.0,0.0,1.0,220.0,311.0,87.0,0.0,534.0,128.0,64.0,177.0,0.0
2021-10-26,480,4,1900-01-01 19:17:00,1900-01-01 20:03:00,11.1,0.0,0.0,-8,996.0,0.0,0.0,0.0,146.0,206.0,71.0,0.0,355.0,67.0,53.0,98.0,0.0
2021-10-26,480,-1,1900-01-01 06:11:00,1900-01-01 06:41:00,8.1,0.0,0.0,-5,410.0,0.0,0.0,0.0,55.0,99.0,37.0,0.0,81.0,25.0,18.0,95.0,0.0
2021-10-26,480,8,1900-01-01 06:49:00,1900-01-01 07:26:00,8.1,0.0,0.0,-2,479.0,0.0,0.0,0.0,69.0,127.0,29.0,0.0,118.0,28.0,20.0,88.0,0.0
2021-10-26,480,1,1900-01-01 07:11:00,1900-01-01 07:58:00,7.9,0.3,0.0,-5,985.0,0.0,0.0,0.0,150.0,279.0,53.0,0.0,229.0,59.0,58.0,157.0,0.0
2021-10-26,480,2,1900-01-01 07:14:00,1900-01-01 07:46:00,7.9,0.3,0.0,-9,985.0,0.0,0.0,0.0,150.0,279.0,53.0,0.0,229.0,59.0,58.0,157.0,0.0
2021-10-26,480,1,1900-01-01 07:40:00,1900-01-01 08:16:00,7.9,0.3,0.0,-7,1237.0,0.0,0.0,0.0,151.0,379.0,43.0,0.0,269.0,92.0,93.0,210.0,0.0
2021-10-26,480,0,1900-01-01 07:39:00,1900-01-01 08:24:00,7.9,0.3,0.0,-9,1237.0,0.0,0.0,0.0,151.0,379.0,43.0,0.0,269.0,92.0,93.0,210.0,0.0
2021-10-26,480,2,1900-01-01 08:01:00,1900-01-01 08:38:00,8.2,0.2,0.0,-5,878.0,0.0,0.0,0.0,94.0,262.0,43.0,0.0,181.0,70.0,57.0,171.0,0.0
2021-10-26,480,0,1900-01-01 08:13:00,1900-01-01 08:51:00,8.2,0.2,0.0,-8,1303.0,0.0,0.0,0.0,137.0,357.0,64.0,0.0,285.0,108.0,87.0,265.0,0.0
2021-10-26,480,1,1900-01-01 08:31:00,1900-01-01 09:26:00,8.2,0.2,0.0,1,1221.0,0.0,0.0,0.0,136.0,288.0,55.0,0.0,294.0,108.0,79.0,261.0,0.0
2021-10-26,480,0,1900-01-01 08:33:00,1900-01-01 09:11:00,8.2,0.2,0.0,-7,864.0,0.0,0.0,0.0,96.0,194.0,38.0,0.0,218.0,81.0,59.0,178.0,0.0
2021-10-26,480,-1,1900-01-01 08:49:00,1900-01-01 09:40:00,8.2,0.2,0.0,-3,1145.0,0.0,0.0,0.0,152.0,260.0,54.0,0.0,278.0,107.0,70.0,224.0,0.0
2021-10-26,480,-1,1900-01-01 09:10:00,1900-01-01 09:59:00,7.7,3.0,0.0,-5,1065.0,0.0,0.0,0.0,144.0,239.0,58.0,0.0,257.0,100.0,63.0,204.0,0.0
2021-10-26,480,-1,1900-01-01 09:24:00,1900-01-01 10:15:00,7.7,3.0,0.0,-3,1434.0,0.0,0.0,0.0,205.0,311.0,88.0,0.0,371.0,122.0,81.0,256.0,0.0
2021-10-27,480,7,1900-01-01 15:02:00,1900-01-01 16:36:00,12.5,0.0,0.0,35,2875.0,0.0,0.0,1.0,417.0,644.0,148.0,0.0,1035.0,198.0,97.0,335.0,0.0
2021-10-27,480,-13,1900-01-01 14:55:00,1900-01-01 16:04:00,12.1,0.0,0.0,-10,2340.0,0.0,0.0,1.0,339.0,520.0,129.0,0.0,868.0,159.0,73.0,251.0,0.0
2021-10-27,480,0,1900-01-01 15:19:00,1900-01-01 16:13:00,12.5,0.0,0.0,-12,1420.0,0.0,0.0,0.0,202.0,318.0,71.0,0.0,534.0,91.0,49.0,155.0,0.0
2021-10-27,480,1,1900-01-01 15:39:00,1900-01-01 16:43:00,12.5,0.0,0.0,-1,1955.0,0.0,0.0,0.0,287.0,439.0,90.0,0.0,690.0,140.0,73.0,236.0,0.0
2021-10-27,480,1,1900-01-01 15:59:00,1900-01-01 16:52:00,12.5,0.0,0.0,-12,2036.0,0.0,0.0,0.0,279.0,449.0,89.0,0.0,752.0,149.0,75.0,243.0,0.0
2021-10-27,480,0,1900-01-01 16:18:00,1900-01-01 17:13:00,12.5,0.0,0.0,-11,1590.0,0.0,0.0,0.0,225.0,338.0,82.0,0.0,570.0,117.0,66.0,192.0,0.0
2021-10-27,480,2,1900-01-01 16:40:00,1900-01-01 17:35:00,12.5,0.0,0.0,-8,2078.0,0.0,0.0,0.0,274.0,461.0,110.0,0.0,764.0,154.0,85.0,230.0,0.0
2021-10-27,480,0,1900-01-01 17:09:00,1900-01-01 18:04:00,11.5,0.0,0.0,-10,2077.0,0.0,0.0,0.0,247.0,494.0,114.0,0.0,752.0,147.0,82.0,241.0,0.0
2021-10-27,480,2,1900-01-01 17:41:00,1900-01-01 18:32:00,11.5,0.0,0.0,-9,2012.0,0.0,0.0,0.0,210.0,478.0,119.0,0.0,719.0,152.0,76.0,258.0,0.0
2021-10-27,480,1,1900-01-01 18:10:00,1900-01-01 18:58:00,10.6,0.0,0.0,-11,1391.0,0.0,0.0,0.0,164.0,297.0,80.0,0.0,496.0,125.0,55.0,174.0,0.0
2021-10-27,480,5,1900-01-01 18:47:00,1900-01-01 19:35:00,10.6,0.0,0.0,-6,1223.0,0.0,0.0,0.0,168.0,276.0,68.0,0.0,424.0,92.0,47.0,148.0,0.0
2021-10-27,480,0,1900-01-01 19:13:00,1900-01-01 20:04:00,10.9,0.0,0.0,-7,1542.0,0.0,0.0,0.0,231.0,322.0,100.0,0.0,525.0,108.0,66.0,190.0,0.0
2021-10-27,480,1,1900-01-01 06:13:00,1900-01-01 06:43:00,7.8,0.0,0.0,-3,405.0,0.0,0.0,0.0,57.0,92.0,43.0,0.0,83.0,24.0,12.0,94.0,0.0
2021-10-27,480,5,1900-01-01 06:29:00,1900-01-01 07:02:00,7.8,0.0,0.0,-6,661.0,0.0,0.0,0.0,102.0,149.0,58.0,0.0,156.0,38.0,28.0,130.0,0.0
2021-10-27,480,6,1900-01-01 06:47:00,1900-01-01 07:26:00,7.8,0.0,0.0,-2,495.0,0.0,0.0,0.0,75.0,120.0,30.0,0.0,129.0,27.0,24.0,90.0,0.0
2021-10-27,480,1,1900-01-01 07:13:00,1900-01-01 07:47:00,7.9,0.0,0.0,-8,1026.0,0.0,0.0,0.0,143.0,276.0,54.0,0.0,215.0,69.0,59.0,210.0,0.0
2021-10-27,480,2,1900-01-01 07:41:00,1900-01-01 08:24:00,7.9,0.0,0.0,-9,1225.0,0.0,0.0,0.0,166.0,320.0,71.0,0.0,251.0,102.0,70.0,245.0,0.0
2021-10-27,480,0,1900-01-01 07:39:00,1900-01-01 08:17:00,7.9,0.0,0.0,-6,1225.0,0.0,0.0,0.0,166.0,320.0,71.0,0.0,251.0,102.0,70.0,245.0,0.0
2021-10-27,480,5,1900-01-01 08:15:00,1900-01-01 09:04:00,8.2,0.0,0.0,-2,1593.0,0.0,0.0,0.0,190.0,419.0,78.0,0.0,353.0,139.0,105.0,309.0,0.0
2021-10-27,480,0,1900-01-01 08:13:00,1900-01-01 08:51:00,8.2,0.0,0.0,-8,1218.0,0.0,0.0,0.0,153.0,335.0,51.0,0.0,267.0,104.0,80.0,228.0,0.0
2021-10-27,480,0,1900-01-01 08:30:00,1900-01-01 09:21:00,8.2,0.0,0.0,-4,1574.0,0.0,0.0,0.0,187.0,417.0,71.0,0.0,372.0,142.0,92.0,293.0,0.0
2021-10-27,480,0,1900-01-01 08:33:00,1900-01-01 09:12:00,8.2,0.0,0.0,-6,794.0,0.0,0.0,0.0,91.0,191.0,46.0,0.0,186.0,72.0,47.0,161.0,0.0
2021-10-27,480,0,1900-01-01 08:50:00,1900-01-01 09:36:00,8.2,0.0,0.0,-7,1079.0,0.0,0.0,0.0,137.0,278.0,60.0,0.0,253.0,102.0,65.0,184.0,0.0
2021-10-27,480,4,1900-01-01 09:15:00,1900-01-01 10:03:00,8.7,0.0,0.0,-1,1366.0,0.0,0.0,0.0,174.0,357.0,71.0,0.0,340.0,124.0,78.0,222.0,0.0
2021-10-27,480,-1,1900-01-01 09:24:00,1900-01-01 10:13:00,8.7,0.0,0.0,-5,1007.0,0.0,0.0,0.0,125.0,254.0,59.0,0.0,254.0,91.0,60.0,164.0,0.0
2021-10-28,480,2,1900-01-01 14:57:00,1900-01-01 15:49:00,10.8,0.0,0.0,-4,1984.0,0.0,0.0,0.0,263.0,373.0,107.0,0.0,778.0,150.0,45.0,268.0,0.0
